"GSM1506297.1607013450.hlink.GSM1506297_7310440064_R04C02",0.666046778158342,1.2971762387369596,-0.7043493696562301,-3.525554434274357,-1.0553283265661442,-2.4218919813549142,2.792125117679741,-1.6050138592599623,0.3439330439055859,0.16736653094172194
"GSM1646161.1607013450.hlink.GSM1646161_9611518054_R01C01",0.7330868338005634,1.5472218758250227,-0.6952849306072684,-3.3471810006712825,-0.9975640339624431,-2.5716192400012887,2.9830802778208274,-1.6257185132868286,0.22674814305278201,0.21122085268200208
"GSM1646175.1607013450.hlink.GSM1646175_9630789170_R03C01",0.5563030467943245,1.4197004267595061,-0.8712470093910637,-3.1392997542349033,-1.0526695394707088,-2.3450898220223486,2.7162687094963807,-1.6264383182001008,0.03809637871784255,0.3081116404856584
"GSM1649753.1607013450.hlink.GSM1649753_6055432156_R02C01",0.715024682611172,1.2577203421077796,-0.9437615169412725,-3.4831091156309135,-1.016061153815211,-2.6898539789374407,2.824881535932368,-1.6366848112136967,0.2895558517642731,0.22623833513134134
"GSM1649758.1607013450.hlink.GSM1649758_6055432156_R01C02",0.9581580574834783,1.3428039347656173,-0.7201933398744468,-3.515698749461823,-0.9654064220692338,-2.6165346592477405,2.789762804277806,-1.5596626556512754,0.3598188487411304,0.13526281722608327
"GSM1649762.1607013450.hlink.GSM1649762_6055432156_R06C02",0.9270642482346737,1.1851260597884803,-0.8609533880400759,-3.567269111345725,-1.074055458609298,-2.7171589396336064,2.871400481176309,-1.5576210988236963,0.4909447373207355,0.17146313764221258
"GSM1649770.1607013450.hlink.GSM1649770_6264488085_R06C01",0.7659183730233693,1.2860415732160184,-0.9196899677298565,-3.645048096430494,-1.0181867045951805,-2.85554246111306,3.0321837853863927,-1.5971474161779609,0.5294334022763678,0.18225752869378214
"GSM1649778.1607013450.hlink.GSM1649778_7512551047_R04C01",0.8761864097211911,1.3089354748780775,-0.7912637471691724,-3.542376090772603,-1.1350407107741152,-2.688473613793535,2.897568549192836,-1.717319243755269,0.3868949861910961,0.30429364330283226
"GSM1649787.1607013450.hlink.GSM1649787_7676960034_R01C02",0.9017778153046875,1.2933957434685939,-0.9068772842661228,-3.555811930269239,-0.9373565445932328,-2.8028502085392053,3.0819474174241988,-1.5371878386052478,0.3758919794565088,0.24244562801686664
"GSM1649801.1607013450.hlink.GSM1649801_7927554138_R03C02",0.8626919879350567,1.3727340054589732,-0.8948682653671297,-3.5513328857443436,-1.0485649821521275,-2.7735872203006884,2.8807655237902434,-1.6250792943656287,0.2859391703270058,0.19318564204924016
"GSM1649806.1607013450.hlink.GSM1649806_9376520019_R02C02",0.693884676311195,1.3238171584623568,-0.9117868274050392,-3.306770123788334,-0.9652311096700512,-2.6680276921340296,2.8493233135218543,-1.798028756488216,0.18015518839379752,0.357949725177242
"GSM1886561.1607013450.hlink.GSM1886561_9379082002_R02C02",0.922759493548053,1.4951077831270974,-0.8404655197228181,-3.5567603509704315,-0.9376498025621542,-2.5781947629296735,2.893223268488905,-1.5284268623416122,0.4241137567923076,0.16993646695492104
"GSM2260635.1607013450.hlink.GSM2260635_9407210132_R05C02",0.9169953482298506,1.2524728751876533,-0.8667556379930453,-3.418032225227414,-0.901079303969552,-2.686744447958176,2.7552174900777953,-1.5280442648954549,0.42888357104695063,0.26117053516429783
"GSM2333956.1607013450.hlink.GSM2333956_7766148026_R05C01",0.9261111012482689,1.275493421791698,-0.8412514627889455,-3.565767913492264,-1.0737425191560506,-2.759512854460305,2.989438813496154,-1.5855017306926196,0.2629536269077475,0.2134688233343856
"GSM2334433.1607013450.hlink.GSM2334433_7512560134_R04C01",0.9125597881116971,1.212735746783389,-0.9772213752502126,-3.4786367548721504,-1.101670479052581,-2.6748733561140123,2.9257575107899596,-1.557454851110105,0.3332100376033569,0.29565732502825737
"GSM2449464.1607013450.hlink.GSM2449464_8667045133_R05C01",0.8878792376466879,1.3922001056838544,-0.8221624982997291,-3.6292500520606947,-1.0629529933766781,-3.0259098822836545,2.794115258693768,-1.6307566885779436,0.3902889761819801,0.4736099406418152
"GSM2465177.1607013450.hlink.GSM2465177_9274651055_R04C01",0.7779567448149489,1.1527635527654825,-0.8748222520939211,-3.5313487753649815,-1.0924601956766455,-2.7521233272182353,3.107385956128108,-1.5990890633907997,0.3602652209657293,0.3622112253815419
"GSM2814150.1607013450.hlink.GSM2814150_9828653104_R03C01",0.9124067336085241,1.3981628074971395,-0.8689307063463745,-3.141677903188248,-1.1009100780998933,-2.4248308811604464,2.970210930721241,-1.6540770355448782,0.259291965894436,0.09352103357665303
"GSM2814207.1607013450.hlink.GSM2814207_9828653012_R06C02",0.8331825625138813,1.4398073898716013,-0.8759890685765944,-3.367662050991542,-1.0586359485672046,-2.50626426055063,2.913766985834951,-1.5554977802761414,0.2850003939230041,0.26660681551300275
"GSM2814585.1607013450.hlink.GSM2814585_10006044052_R06C01",0.9132644729397215,1.383758868846717,-0.7881419176045902,-3.3229440334016744,-1.0449643667549857,-2.5757003723097274,2.991199979073516,-1.5864856463838175,0.22058595338212622,0.2621131932939107
"GSM2867785.1607013450.hlink.GSM2867785_3999100095_R04C01",0.9711095049905684,1.3079114700991699,-0.8697281763595064,-3.2874606705828717,-1.140908605846656,-2.2116810912912945,2.678807114838175,-1.4837784182501237,0.6623760570854714,0.24257023495124952
"GSM2867791.1607013450.hlink.GSM2867791_3999100098_R01C01",0.9900790881404224,1.2850486992818286,-0.844021505135276,-3.2903016137247443,-1.152713641914013,-2.5665694715604226,2.7436134469797184,-1.4147618046447834,0.31213138461184076,0.24002919278312765
